year_film,year_award,ceremony,category,nominee,film,win,reducedString,tconst,primaryTitle,originalTitle
1969,1970,27,Foreign Film - English Language,"United Kingdom, Lindsay Anderson",If....,False,if,tt11152168,IF,If
1969,1970,27,Foreign Film - English Language,"France, Terence Young",Mayerling,False,mayerling,tt3647616,Mayerling,Mayerling
1970,1971,28,Best Performance by an Actress in a Motion Picture - Drama,Ali MacGraw,Love Story,True,love story,tt0234141,Love Story,Love Story
1970,1971,28,Best Performance by an Actress in a Motion Picture - Drama,Ali MacGraw,Love Story,True,love story,tt28640407,The Love Story,The Love Story
1970,1971,28,Best Performance by an Actress in a Motion Picture - Drama,Ali MacGraw,Love Story,True,love story,tt9076170,Love story,Love story
1970,1971,28,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,Women In Love,False,women in love,tt2093310,Women in Love,Women in Love
1970,1971,28,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,Five Easy Pieces,False,five easy pieces,tt27766498,Five Easy Pieces,Five Easy Pieces
1970,1971,28,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Scrooge,True,scrooge,tt12432676,Scrooge,Scrooge
1970,1971,28,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Airport,True,airport,tt5836002,The Airport,The Airport
1970,1971,28,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Airport,True,airport,tt8908164,Airport,Airport
1970,1971,28,Best Performance by an Actor in a Supporting Role in any Motion Picture,Chief Dan George,Little Big Man,False,little big man,tt27163098,Little Big Man,Little Big Man
1970,1971,28,Best Original Score - Motion Picture,Michel Legrand,Wuthering Heights,False,wuthering heights,tt0104181,Wuthering Heights,Wuthering Heights
1970,1971,28,Best Original Score - Motion Picture,Frank Cordell,Cromwell,False,cromwell,tt1326755,Cromwell,Cromwell
1970,1971,28,New Star Of The Year - Actress,Marlo Thomas,Jenny,False,jenny,tt3232456,Jenny,Jenny
1970,1971,28,Foreign Film - English Language,"United Kingdom, Richard Harris, Uri Zohar",Bloomfield,False,bloomfield,tt12250908,Bloomfield,Bloomfield
1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda,Klute,True,klute,tt0067309,Klute,Klute
1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Dyan Cannon,Such Good Friends,False,such good friends,tt0067801,Such Good Friends,Such Good Friends
1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",False,mary queen of scots,tt0067402,"Mary, Queen of Scots","Mary, Queen of Scots"
1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",False,mary queen of scots,tt1555069,Mary Queen of Scots,Mary Queen of Scots
1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Jessica Walter,Play Misty for Me,False,play misty for me,tt0067588,Play Misty for Me,Play Misty for Me
1971,1972,29,Best Performance by an Actor in a Motion Picture - Drama,George C. Scott,The Hospital,False,hospital,tt0067217,The Hospital,The Hospital
1971,1972,29,Best Performance by an Actor in a Motion Picture - Drama,George C. Scott,The Hospital,False,hospital,tt13579886,Hospital,Hospital
1971,1972,29,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch,Sunday Bloody Sunday,False,sunday bloody sunday,tt0067805,Sunday Bloody Sunday,Sunday Bloody Sunday
1971,1972,29,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,Carnal Knowledge,False,carnal knowledge,tt0066892,Carnal Knowledge,Carnal Knowledge
1971,1972,29,Best Performance by an Actor in a Motion Picture - Musical or Comedy, Topol,Fiddler on the Roof,True,fiddler on roof,tt0067093,Fiddler on the Roof,Fiddler on the Roof
1971,1972,29,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bud Cort,Harold and Maude,False,harold and maude,tt0067185,Harold and Maude,Harold and Maude
1971,1972,29,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Walter Matthau,Kotch,False,kotch,tt0067314,Kotch,Kotch
1971,1972,29,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Wilder,Willy Wonka & The Chocolate Factory,False,willy wonka chocolate factory,tt0067992,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory
1971,1972,29,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Plaza Suite,False,plaza suite,tt0067589,Plaza Suite,Plaza Suite
1971,1972,29,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Baker,Nicholas and Alexandra,False,nicholas and alexandra,tt0067483,Nicholas and Alexandra,Nicholas and Alexandra
1971,1972,29,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jan-Michael Vincent,Going Home,False,going home,tt0067146,Going Home,Going Home
1971,1972,29,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jan-Michael Vincent,Going Home,False,going home,tt22530046,going Home,going Home
1971,1972,29,Best Director - Motion Picture,Robert Mulligan,Summer of '42,False,summer of ivii,tt0067803,Summer of '42,Summer of '42
1971,1972,29,Best Original Score - Motion Picture,Isaac Hayes,Shaft,True,shaft,tt0067741,Shaft,Shaft
1971,1972,29,Best Original Score - Motion Picture,Michel Legrand,Le Mans,False,le mans,tt0067334,Le Mans,Le Mans
1971,1972,29,Best Original Song - Motion Picture,"Something More, Quincy Jones",Honky,False,honky,tt0067214,Honky,Honky
1971,1972,29,New Star Of The Year - Actress,Delores Taylor,Billy Jack,False,billy jack,tt0066832,Billy Jack,Billy Jack
1971,1972,29,New Star Of The Year - Actor,Desi Arnaz Jr.,Red Sky at Morning,True,red sky at morning,tt0067659,Red Sky at Morning,Red Sky at Morning
1971,1972,29,New Star Of The Year - Actor,Timothy Bottoms,Johnny Got His Gun,False,johnny got his gun,tt0067277,Johnny Got His Gun,Johnny Got His Gun
1971,1972,29,Actress In A Supporting Role - Series Or Television Movie,Sally Struthers,All In The Family,False,all in family,tt0240329,All in the Family,All in the Family
1971,1972,29,Actress In A Supporting Role - Series Or Television Movie,Sally Struthers,All In The Family,False,all in family,tt12025556,All In: The Family,All In: The Family
1971,1972,29,Actress In A Leading Role - Musical Or Comedy,Sandy Duncan,Star Spangled Girl,False,star spangled girl,tt0067787,Star Spangled Girl,Star Spangled Girl
1971,1972,29,Actress In A Leading Role - Musical Or Comedy,Angela Lansbury,Bedknobs and Broomsticks,False,bedknobs and broomsticks,tt0066817,Bedknobs and Broomsticks,Bedknobs and Broomsticks
1971,1972,29,Actor In A Leading Role - Drama Series Or Television Movie,William Conrad,Cannon,False,cannon,tt6495564,The Cannon,The Cannon
1971,1972,29,Foreign Film - Foreign Language,"France, André Cayatte",To Die of Love,False,to die of love,tt7504656,To die of love,To die of love
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Diana Ross,Lady Sings the Blues,False,lady sings blues,tt0068828,Lady Sings the Blues,Lady Sings the Blues
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Cicely Tyson,Sounder,False,sounder,tt0069303,Sounder,Sounder
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Trish Van Devere,One Is a Lonely Number,False,one is a lonely number,tt0069044,One Is a Lonely Number,One Is a Lonely Number
1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Tuesday Weld,Play It as It Lays,False,play it as it lays,tt0069098,Play It As It Lays,Play It As It Lays
1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,Laurence Olivier,Sleuth,False,sleuth,tt0069281,Sleuth,Sleuth
1972,1973,30,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,Deliverance,False,deliverance,tt0068473,Deliverance,Deliverance
1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli,Cabaret,True,cabaret,tt0068327,Cabaret,Cabaret
1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Carol Burnett,Pete 'n' Tillie,False,pete n tillie,tt0069080,Pete 'n' Tillie,Pete 'n' Tillie
1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn,Butterflies Are Free,False,butterflies are free,tt0068326,Butterflies Are Free,Butterflies Are Free
1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Juliet Mills,Avanti!,False,avanti,tt0068240,Avanti!,Avanti!
1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Juliet Mills,Avanti!,False,avanti,tt2318397,Avanti,Avanti
1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,Travels with My Aunt,False,travels with my aunt,tt0069404,Travels with My Aunt,Travels with My Aunt
1972,1973,30,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter O'Toole,Man of La Mancha,False,man of la mancha,tt0068909,Man of La Mancha,Man of La Mancha
1972,1973,30,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helena Kallianiotes,Kansas City Bomber,False,kansas city bomber,tt0068795,Kansas City Bomber,Kansas City Bomber
1972,1973,30,Best Director - Motion Picture,Alfred Hitchcock,Frenzy,False,frenzy,tt0068611,Frenzy,Frenzy
1972,1973,30,Best Original Song - Motion Picture,"Ben, Don Black, Walter Scharf",Ben,True,ben,tt0068264,Ben,Ben
1972,1973,30,Best Original Song - Motion Picture,"Take Me Home, Johnny Mandel, Alan Bergman, Marilyn Bergman",Molly and Lawless John,False,molly and lawless john,tt0068962,Molly and Lawless John,Molly and Lawless John
1972,1973,30,New Star Of The Year - Actress,Sian Barbara Allen,You'll Like My Mother,False,youll like my mother,tt0068005,You'll Like My Mother,You'll Like My Mother
1972,1973,30,New Star Of The Year - Actress,Madeline Kahn,"What's Up, Doc?",False,whats up doc,tt0069495,"What's Up, Doc?","What's Up, Doc?"
1972,1973,30,New Star Of The Year - Actress,Madeline Kahn,"What's Up, Doc?",False,whats up doc,tt0153747,What's Up Doc,What's Up Doc
1972,1973,30,New Star Of The Year - Actor,Frederic Forrest,When The Legends Die,False,when legends die,tt0069496,When the Legends Die,When the Legends Die
1972,1973,30,New Star Of The Year - Actor,Simon Ward,Young Winston,False,young winston,tt0069528,Young Winston,Young Winston
1972,1973,30,Foreign Film - Foreign Language,"Peru, Armando Robles Godoy",Mirage,False,mirage,tt0113827,Mirage,Mirage
1972,1973,30,Foreign Film - Foreign Language,"Peru, Armando Robles Godoy",Mirage,False,mirage,tt14460402,Mirage 2021,Mirage
1972,1973,30,Foreign Film - Foreign Language,"Peru, Armando Robles Godoy",Mirage,False,mirage,tt4642740,The Mirage,The Mirage
1972,1973,30,Foreign Film - English Language,"United Kingdom, Robert Altman",Images,False,images,tt0068732,Images,Images
1972,1973,30,Foreign Film - English Language,"United Kingdom, Jack Couffer",Living Free,False,living free,tt0068866,Living Free,Living Free
1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason,Cinderella Liberty,True,cinderella liberty,tt0069883,Cinderella Liberty,Cinderella Liberty
1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Elizabeth Taylor,Ash Wednesday,False,ash wednesday,tt0069736,Ash Wednesday,Ash Wednesday
1973,1974,31,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Summer Wishes, Winter Dreams",False,summer wishes winter dreams,tt0070748,"Summer Wishes, Winter Dreams","Summer Wishes, Winter Dreams"
1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino,Serpico,True,serpico,tt0070666,Serpico,Serpico
1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Robert Blake,Electra Glide In Blue,False,electra glide in blue,tt0070022,Electra Glide in Blue,Electra Glide in Blue
1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon,Save the Tiger,False,save tiger,tt0070640,Save the Tiger,Save the Tiger
1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Papillon,False,papillon,tt0070511,Papillon,Papillon
1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Yvonne Elliman,Jesus Christ Superstar,False,jesus christ superstar,tt0070239,Jesus Christ Superstar,Jesus Christ Superstar
1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cloris Leachman,Charley and The Angel,False,charley and angel,tt0069866,Charley and the Angel,Charley and the Angel
1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tatum O'Neal,Paper Moon,False,paper moon,tt0070510,Paper Moon,Paper Moon
1973,1974,31,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liv Ullmann,40 Carats,False,iv0 carats,tt0070068,40 Carats,40 Carats
1973,1974,31,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Dreyfuss,American Graffiti,False,american graffiti,tt0069704,American Graffiti,American Graffiti
1973,1974,31,Best Original Score - Motion Picture,Neil Diamond,Jonathan Livingston Seagull,True,jonathan livingston seagull,tt0070248,Jonathan Livingston Seagull,Jonathan Livingston Seagull
1973,1974,31,Best Original Score - Motion Picture,Michel Legrand,Breezy,False,breezy,tt0069822,Breezy,Breezy
1973,1974,31,Best Original Score - Motion Picture,Alan Price,O Lucky Man!,False,o lucky man,tt0070464,O Lucky Man!,O Lucky Man!
1973,1974,31,Best Original Score - Motion Picture,Alan Price,O Lucky Man!,False,o lucky man,tt0365577,O Lucky Man,O Lucky Man
1973,1974,31,Best Original Score - Motion Picture,Richard M. Sherman,Tom Sawyer,False,tom sawyer,tt0070814,Tom Sawyer,Tom Sawyer
1973,1974,31,Best Original Song - Motion Picture,"Rosa Rosa, Dov Seltzer, Haim Hefer",Kazablan,False,kazablan,tt0071715,Kazablan,Kazablan
1973,1974,31,Best Original Song - Motion Picture,"Send a Little Love My Way, Henry Mancini, Hal David",Oklahoma Crude,False,oklahoma crude,tt0070472,Oklahoma Crude,Oklahoma Crude
1973,1974,31,Best Performance by an Actress In A Television Series - Drama,Julie London,Emergency,False,emergency,tt11496478,Emergency,Emergency
1973,1974,31,Best Performance by an Actor In A Television Series - Drama,James Stewart,Hawkins,True,hawkins,tt4106332,Hawkins,Hawkins
1973,1974,31,Best Performance by an Actor In A Television Series - Drama,David Carradine,Kung Fu,False,kung fu,tt0373074,Kung Fu Hustle,Kung fu
1973,1974,31,New Star Of The Year - Actress,Michelle Phillips,Dillinger,False,dillinger,tt0069976,Dillinger,Dillinger
1973,1974,31,New Star Of The Year - Actress,Barbara Sigel,Time To Run,False,time to run,tt0070806,Time to Run,Time to Run
1973,1974,31,New Star Of The Year - Actor,Robby Benson,Jeremy,False,jeremy,tt0070238,Jeremy,Jeremy
1974,1975,32,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway,Chinatown,False,chinatown,tt0071315,Chinatown,Chinatown
1974,1975,32,Best Performance by an Actress in a Motion Picture - Drama,Valerie Perrine,Lenny,False,lenny,tt0071746,Lenny,Lenny
1974,1975,32,Best Performance by an Actress in a Motion Picture - Drama,Ellen Burstyn,Alice Doesn't Live Here Anymore,False,alice doesnt live here anymore,tt0071115,Alice Doesn't Live Here Anymore,Alice Doesn't Live Here Anymore
1974,1975,32,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lucille Ball,Mame,False,mame,tt0071803,Mame,Mame
1974,1975,32,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diahann Carroll,Claudine,False,claudine,tt0071334,Claudine,Claudine
1974,1975,32,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Hayes,Herbie Rides Again,False,herbie rides again,tt0071607,Herbie Rides Again,Herbie Rides Again
1974,1975,32,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cloris Leachman,Young Frankenstein,False,young frankenstein,tt0072431,Young Frankenstein,Young Frankenstein
1974,1975,32,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Burt Reynolds,The Longest Yard,False,longest yard,tt0071771,The Longest Yard,The Longest Yard
1974,1975,32,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Jones,The Towering Inferno,False,towering inferno,tt0072308,The Towering Inferno,The Towering Inferno
1974,1975,32,Best Original Score - Motion Picture,John Williams,Earthquake,False,earthquake,tt0071455,Earthquake,Earthquake
1974,1975,32,Best Original Score - Motion Picture,Paul Williams,Phantom of the Paradise,False,phantom of paradise,tt0071994,Phantom of the Paradise,Phantom of the Paradise
1974,1975,32,Best Original Song - Motion Picture,"Benji's Theme (I Feel Love), Euel Box, Betty Box",Benji,True,benji,tt0071206,Benji,Benji
1974,1975,32,Best Performance by an Actress in a Television Series - Musical or Comedy,Esther Rolle,Good Times,False,good times,tt0327802,Good Times,Good Times
1974,1975,32,New Star Of The Year - Actress,Julie Gholson,Where the Lilies Bloom,False,where lilies bloom,tt0072401,Where the Lilies Bloom,Where the Lilies Bloom
1974,1975,32,New Star Of The Year - Actress,Valerie Harper,Freebie and The Bean,False,freebie and bean,tt0071521,Freebie and the Bean,Freebie and the Bean
1974,1975,32,New Star Of The Year - Actress,Helen Reddy,Airport 1975,False,airport 1ixviiv,tt0071110,Airport 1975,Airport 1975
1974,1975,32,New Star Of The Year - Actress,Ann Turkel,99 and 44/100% Dead,False,ixix and iviv100% dead,tt0071089,99 and 44/100% Dead!,99 and 44/100% Dead!
1975,1976,33,Best Performance by an Actress in a Motion Picture - Drama,Louise Fletcher,One Flew Over The Cuckoo's Nest,True,one flew over cuckoos nest,tt0073486,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest
